head tmp/genotypes_trait_overlap_N140_247loci.txt 
# GoldenGate SNPS for the 140 individuals that have trait data
# Locus names are from McAssey et al. 2016
# 
# KCF
# 04/06/21
ind_code	S22	S3	S5	S6	S7	S8	S9	S13	S16	S22_1	S32	S33	S35	S36	S37	S38	S40	S42	S45	S48	S49	S51	S52	S56	S58	S63	S64	S69	S71	S72	S73	S74	S75	S79	S82	S86	S88	S95	S98	S104	S109	S112	S118	S120	S121	S124	S125	S127	S133	S134	S136	S140	S141	S144	S150	S157	S160	S165	S171	S172	S173	S177	S180	S182	S188	S190	S192	S200	S201	S203	S208	S209	S214	S217	S219	S220	S222	S226	S228	S241	S245	S247	S250	S252	S255	S258	S259	S260	S265	S268	S271	S275	S278	S281	S282	S285	S292	S296	S297	S303	S306	S307	S316	S319	S325	S326	S330	S335	S339	S341	S344	S347	S348	S349	S360	S367	S372	S373	S374	S376	S380	S382	S383	S12	S14	S18	S20	S21	S27	S29	S30	S31	S39	S43	S47	S54	S55	S59	S60	S70	S83	S85	S87	S91	S92	S94	S96	S99	S102	S105	S110	S114	S123	S126	S132	S137	S138	S139	S143	S146	S147	S149	S151	S152	S153	S155	S156	S158	S163	S170	S174	S175	S178	S179	S183	S184	S186	S191	S194	S196	S198	S202	S205	S212	S215	S216	S223	S229	S230	S233	S237	S238	S239	S240	S242	S243	S246	S249	S251	S256	S262	S264	S266	S267	S270	S272	S273	S274	S276	S280	S283	S291	S298	S299	S300	S302	S305	S311	S313	S314	S320	S323	S324	S333	S334	S338	S340	S342	S346	S350	S351	S352	S353	S354	S356	S357	S359	S362	S363	S364	S366	S369	S370	S375	S378	S381
531035-11	21	11	11	12	11	11	21	12	22	11	11	11	12	11	11	11	11	11	21	11	22	22	12	11	21	22	11	22	22	22	22	11	12	22	11	22	22	11	11	11	22	12	22	12	11	12	22	12	12	12	22	22	21	11	22	12	22	22	21	11	0	11	11	11	21	12	22	11	22	22	11	22	22	21	22	11	12	11	22	11	12	22	12	11	22	11	12	22	22	22	22	22	22	11	21	22	22	11	11	22	22	22	22	22	21	11	22	22	11	22	22	11	11	11	11	11	22	21	11	11	22	12	11	11	11	11	11	11	22	22	22	11	22	22	11	12	21	12	22	12	12	21	22	11	22	22	11	11	22	22	22	21	11	11	22	11	12	22	22	22	12	12	11	11	21	11	11	11	22	22	12	22	22	22	22	21	12	21	22	11	11	12	11	22	22	11	11	11	11	22	22	22	11	12	21	11	12	21	12	11	11	22	22	11	21	11	11	22	21	22	11	11	11	22	21	21	22	12	12	22	12	12	12	22	22	22	11	21	12	11	11	11	12	21	22	11	12	22	11	12	22	11	22	22	22	22
531035-14	21	11	22	11	11	11	21	11	12	11	11	11	12	12	11	11	11	11	21	12	22	12	11	11	22	22	11	22	22	22	22	11	22	22	12	22	22	11	11	11	22	11	21	11	11	11	22	12	11	12	12	22	21	11	12	11	22	21	21	11	22	11	11	11	22	11	22	11	22	22	12	22	22	21	11	12	11	11	22	21	12	22	12	11	22	12	22	22	22	11	22	22	22	11	21	22	22	12	11	22	22	22	12	11	21	11	22	22	11	22	21	11	12	11	11	11	22	22	12	12	22	22	11	11	11	11	11	21	22	22	22	11	22	22	12	12	11	12	22	11	12	11	21	11	22	21	12	11	22	22	22	11	11	12	22	11	11	22	22	22	22	11	12	21	21	11	11	11	22	12	11	11	21	22	22	21	22	11	22	11	11	12	11	22	22	11	12	11	11	22	22	22	11	11	21	11	12	21	11	11	11	22	22	11	22	11	11	21	22	12	11	11	11	21	22	22	11	12	12	22	11	11	12	22	22	22	11	21	11	11	11	11	12	21	22	11	22	22	11	11	22	11	22	22	22	22
531035-16	21	12	11	12	11	11	21	12	22	12	12	11	12	12	11	12	11	11	21	11	22	11	11	11	21	22	11	22	21	22	12	11	12	22	12	22	22	11	11	11	22	12	22	12	11	11	22	12	11	12	12	12	21	11	22	12	22	21	21	11	22	11	11	11	21	12	22	11	21	22	11	22	22	21	12	11	11	11	21	21	12	22	12	11	22	12	12	22	12	21	22	12	12	12	21	21	12	12	11	22	22	22	22	12	21	11	22	22	11	22	21	12	12	11	11	12	22	21	12	12	22	12	11	11	11	11	11	11	22	12	22	11	22	22	11	12	11	12	21	12	12	21	22	11	22	22	11	11	22	12	22	21	11	12	11	11	12	22	22	22	12	12	11	11	21	11	11	12	22	12	12	12	22	22	22	21	12	21	22	11	11	12	11	22	21	11	11	12	11	11	22	22	11	11	21	12	12	21	12	11	11	22	22	11	22	11	11	21	21	22	11	11	11	21	21	22	11	12	12	21	11	12	11	22	21	22	12	21	12	11	11	11	11	21	12	21	12	22	11	11	22	11	22	22	22	22
531035-17	21	11	11	11	11	11	21	12	22	11	12	11	12	11	11	11	11	11	22	12	22	12	11	11	22	22	11	22	22	22	22	11	22	22	11	22	22	11	11	11	22	11	22	11	11	11	22	12	12	12	22	22	21	11	22	11	21	22	21	11	22	11	12	11	22	11	22	11	22	21	11	22	21	21	12	11	11	11	21	21	12	22	11	11	22	11	22	22	12	22	22	12	12	12	21	22	22	12	11	22	22	22	12	22	11	21	22	22	12	22	22	11	11	11	11	11	22	22	12	12	22	22	11	11	11	11	12	21	22	12	21	11	22	22	12	12	21	12	22	11	12	11	21	11	22	21	12	12	11	22	12	21	11	12	22	11	11	22	11	22	22	11	11	11	22	11	11	22	12	22	22	11	22	22	21	21	12	21	22	11	11	12	11	22	21	11	11	12	11	11	22	22	11	11	22	11	11	22	11	11	11	22	22	12	22	11	11	21	21	12	11	11	21	22	11	22	21	12	12	22	11	22	12	22	21	22	12	22	11	11	11	11	11	21	22	22	12	22	11	11	22	11	22	22	22	22
531035-2	21	11	11	11	11	11	21	11	22	11	12	11	12	12	11	11	11	11	22	11	22	22	11	11	22	22	11	22	22	22	22	11	22	22	12	22	22	11	11	11	22	11	22	11	11	11	22	12	11	22	12	12	21	11	12	12	22	21	21	11	22	11	11	11	22	11	22	11	22	22	11	22	22	21	22	12	11	11	21	21	22	22	12	11	12	12	22	22	22	22	22	22	22	12	21	21	22	22	11	22	22	22	12	11	21	21	22	22	11	22	22	11	12	11	11	12	22	22	12	11	22	22	11	11	11	11	12	11	22	22	22	11	22	22	12	12	11	22	22	11	12	11	11	11	22	21	11	12	22	12	22	11	11	11	22	11	12	22	12	22	12	12	12	11	21	11	11	11	22	12	12	12	21	22	22	21	12	22	22	11	11	22	11	22	22	11	12	11	11	11	22	22	11	22	21	11	12	22	11	11	11	22	22	11	22	12	11	11	22	12	11	11	11	22	21	22	22	12	12	22	11	11	12	22	22	22	11	22	12	11	11	11	12	21	22	22	22	22	11	11	22	11	22	22	22	22
531035-22	11	11	12	11	11	11	11	11	22	12	11	12	22	11	11	11	11	11	11	11	22	22	12	11	22	21	11	22	22	22	22	11	22	22	12	22	22	11	11	11	22	12	22	12	11	12	22	22	12	11	22	22	22	11	22	11	22	22	21	11	22	11	11	11	21	22	22	11	22	22	11	11	22	21	22	12	12	11	22	11	12	22	12	11	22	11	22	22	12	21	22	22	22	11	21	21	22	11	11	22	22	22	12	12	11	21	22	22	11	22	11	11	11	11	11	11	22	21	12	11	22	12	11	11	11	11	11	21	22	22	22	11	22	22	12	22	21	22	22	12	12	21	21	11	22	22	11	11	22	22	12	11	11	11	22	11	12	12	12	22	12	11	11	21	21	11	11	22	22	22	12	12	22	22	22	21	22	22	22	11	11	22	11	22	22	11	11	11	11	22	22	22	11	22	21	12	12	21	11	11	11	22	22	11	21	11	11	21	21	22	11	12	11	22	22	22	22	12	11	22	22	12	12	22	22	22	11	21	12	11	12	11	11	21	22	11	22	22	11	12	22	11	22	22	22	22
531035-24	21	11	12	12	11	22	22	12	22	11	11	11	22	11	11	11	11	11	22	11	22	11	11	12	22	22	12	22	22	22	22	11	22	22	22	22	22	12	0	11	22	22	22	11	11	11	22	22	12	12	12	22	22	11	22	11	22	22	22	22	12	11	12	11	11	12	22	11	22	22	11	22	21	21	12	11	11	11	22	21	11	22	11	11	22	12	12	22	12	22	22	22	11	12	22	11	22	12	22	22	22	22	12	12	21	11	22	22	11	22	22	12	11	11	21	11	22	22	22	11	22	22	11	11	11	11	12	22	22	11	22	11	22	22	12	11	21	12	22	11	12	11	22	11	22	21	12	11	22	22	12	11	11	22	11	11	11	22	22	22	11	22	11	11	21	11	11	22	22	22	11	11	11	22	22	21	12	11	12	11	11	22	11	21	22	11	12	12	11	22	22	22	11	11	11	12	22	22	11	11	11	22	22	22	21	11	22	22	21	22	22	11	11	22	21	22	22	12	11	22	11	22	12	12	21	22	12	21	12	11	11	11	12	22	11	11	12	22	22	22	22	11	22	22	22	22
531035-4	21	11	12	12	12	11	22	12	22	11	12	12	12	11	21	12	11	12	21	11	22	11	11	11	21	22	12	12	22	22	22	11	22	22	12	21	22	12	11	11	22	12	21	12	11	11	22	22	11	11	12	12	21	11	22	11	21	22	22	21	22	11	11	11	21	11	22	11	21	21	12	22	11	21	12	12	12	11	21	22	12	22	12	12	12	12	12	22	12	22	22	12	12	22	21	22	12	12	11	22	12	22	12	12	21	21	22	22	12	22	21	12	12	11	11	11	22	22	12	12	22	12	11	11	11	12	22	21	22	11	21	11	12	12	11	12	22	12	21	11	12	22	21	12	22	21	11	12	11	12	11	11	11	11	22	12	12	12	12	22	22	11	11	21	21	11	11	22	12	12	12	12	22	22	22	21	11	21	12	11	11	12	11	22	21	12	12	12	11	11	22	21	21	11	21	12	12	21	11	12	11	22	22	12	22	11	12	22	22	12	12	11	21	22	21	22	22	12	12	22	12	12	11	22	21	21	12	22	11	11	11	12	12	22	12	21	12	22	11	11	22	11	22	22	21	22
531035-5	21	11	12	11	11	11	21	11	22	12	11	11	12	11	11	11	11	11	21	11	22	22	12	11	22	22	11	12	21	22	22	11	22	22	12	22	22	11	11	11	22	12	22	12	11	12	22	22	11	11	22	22	22	11	22	11	22	22	21	21	22	11	11	11	21	12	22	11	22	22	11	11	22	21	12	12	12	11	22	21	12	22	12	11	22	11	22	22	12	22	22	22	22	12	21	11	22	11	11	22	22	22	12	22	11	11	22	22	11	22	11	11	11	11	11	11	22	22	12	11	22	22	11	11	12	11	11	21	22	22	22	11	22	22	11	11	11	12	21	11	12	21	22	11	22	22	11	11	22	22	22	21	11	22	22	11	11	22	22	22	11	11	11	11	11	11	11	12	22	12	22	12	22	22	21	21	22	22	22	11	11	12	11	22	22	11	12	11	11	22	22	21	11	12	21	12	12	21	11	11	11	22	22	11	22	11	11	21	22	12	11	12	11	22	22	21	22	11	12	22	22	11	12	22	22	22	11	22	12	11	11	11	11	21	22	11	22	22	11	12	22	11	22	22	22	22
531035-6	21	11	11	12	11	11	21	12	12	11	12	12	12	11	21	12	11	11	21	12	21	11	11	12	21	21	11	12	22	22	22	11	12	22	12	21	22	12	12	11	22	12	21	12	11	11	22	12	11	12	22	12	21	11	22	11	22	22	21	21	12	11	12	11	21	12	21	11	21	22	11	21	21	21	12	12	11	11	21	21	12	22	12	11	22	11	12	12	22	22	22	12	12	11	21	22	12	11	11	21	22	22	12	12	21	22	21	12	11	22	21	12	12	11	11	12	12	21	12	12	22	12	11	11	12	11	12	21	21	22	22	11	12	22	11	12	11	12	22	12	12	21	22	12	22	21	11	11	11	22	12	21	11	12	21	12	22	12	22	12	22	12	11	21	22	11	11	22	22	11	12	12	22	22	22	21	12	21	12	12	12	12	11	22	21	12	12	12	11	11	22	22	11	11	21	12	12	21	11	11	11	22	21	11	21	12	11	21	22	12	11	11	21	22	21	21	21	12	11	22	11	12	12	22	22	22	12	21	11	11	11	11	12	21	12	22	12	21	11	11	21	11	21	22	22	21
531035-7	21	11	12	12	11	11	21	12	22	12	12	11	22	11	21	11	11	12	21	11	22	12	11	11	21	22	11	22	22	22	22	11	22	22	22	21	22	11	11	11	22	11	21	11	11	11	21	22	12	11	12	22	21	11	22	12	22	22	21	11	22	11	12	11	22	11	22	11	22	21	11	21	22	22	12	12	11	11	22	22	12	22	12	11	22	11	12	22	12	21	22	22	22	12	21	22	22	22	11	22	22	22	12	22	11	22	22	22	12	22	21	11	11	11	21	11	22	21	12	11	22	22	11	11	11	11	12	21	22	22	21	11	22	22	12	11	21	12	22	11	22	11	22	11	22	22	12	11	21	22	12	21	11	11	11	11	12	22	22	22	11	12	11	21	21	11	11	22	22	22	11	11	21	22	21	21	12	11	22	11	11	12	11	22	22	11	11	12	11	22	22	22	11	12	22	11	12	22	12	11	11	22	22	11	22	11	11	22	21	22	12	11	11	22	21	22	22	12	11	22	12	12	11	22	21	22	12	22	11	11	11	11	12	21	22	22	12	22	11	11	22	11	22	22	22	22
531035-8	21	11	11	11	11	12	22	11	12	12	12	11	11	11	11	12	11	11	22	11	21	12	11	11	21	21	11	12	21	22	22	11	22	22	11	22	22	22	11	11	22	22	22	12	11	11	22	12	11	12	12	12	22	11	22	11	22	22	22	21	22	11	12	11	21	11	22	11	22	22	11	22	22	11	22	12	12	11	21	22	11	22	11	12	22	12	22	22	22	22	22	22	11	11	22	22	22	11	0	22	22	22	22	11	22	22	22	22	12	22	22	12	22	11	11	12	22	22	12	11	22	22	11	12	11	11	12	21	22	11	22	12	22	22	11	12	21	22	21	11	12	21	11	12	22	11	12	11	22	22	12	11	0	11	11	22	12	22	12	22	22	11	11	11	21	11	11	22	12	22	22	22	22	22	22	21	12	11	11	11	11	12	11	22	21	11	12	12	11	11	22	22	11	22	21	12	12	22	11	11	11	22	22	11	22	11	12	21	22	12	11	11	11	22	11	11	22	22	12	22	11	12	11	22	22	22	11	21	12	11	11	11	12	21	12	11	11	22	22	11	22	11	22	22	22	22
586817-10	21	11	12	22	22	12	22	11	12	11	12	11	12	11	11	11	11	12	22	11	11	12	11	11	21	22	11	11	22	22	11	11	12	22	12	21	22	11	11	12	21	11	22	12	11	11	11	22	11	22	11	22	22	11	22	11	22	22	22	22	22	11	11	11	22	22	22	11	11	21	12	21	21	22	11	11	22	11	22	22	11	22	11	11	12	11	12	22	12	22	22	11	12	11	21	22	22	11	12	22	11	22	12	11	22	11	22	22	12	21	22	12	22	11	11	11	22	21	12	22	22	11	11	12	11	12	12	22	21	12	21	11	12	22	11	11	22	11	22	11	11	22	22	11	22	22	11	12	21	11	11	11	11	11	22	22	22	11	12	12	12	11	11	22	22	11	11	22	22	22	11	12	22	22	22	21	11	22	11	11	11	12	22	22	22	11	22	12	11	11	22	21	11	22	22	22	12	11	11	12	11	22	22	11	22	11	11	22	22	12	11	11	11	22	11	22	22	22	22	11	22	22	12	22	21	22	11	22	12	11	11	11	22	22	22	21	22	21	11	11	22	11	22	22	22	22
586817-11	21	11	11	11	11	12	11	12	22	12	12	12	12	11	11	11	11	12	22	12	21	11	11	11	21	22	11	12	22	22	12	11	22	22	12	22	22	11	11	11	22	11	22	11	11	11	21	22	11	11	12	22	22	11	22	11	21	22	22	22	22	11	12	12	22	12	22	11	11	22	11	21	22	11	11	12	22	11	21	21	11	22	11	11	12	22	22	22	11	22	22	12	22	12	22	22	11	12	22	22	11	22	12	11	21	11	22	22	11	11	22	12	12	11	11	11	22	22	12	12	22	22	11	12	12	12	12	22	22	11	21	11	22	22	12	11	22	12	21	11	11	21	22	12	22	22	11	22	21	11	11	11	11	11	22	12	12	11	12	22	22	11	11	22	22	11	11	22	22	22	11	12	22	22	22	21	12	22	12	11	11	22	11	22	22	11	12	11	11	22	22	21	22	11	22	11	22	21	11	11	22	12	22	11	21	12	11	21	21	12	11	11	22	22	11	22	22	22	22	21	22	22	12	22	11	21	12	21	12	11	11	12	22	21	12	11	12	21	22	11	22	11	22	22	21	22
586817-12	22	11	11	11	11	12	22	12	12	11	12	11	11	11	11	11	11	12	22	12	21	11	11	11	22	22	11	22	22	22	12	11	22	22	22	22	22	11	11	11	22	12	22	12	11	11	22	22	11	22	22	12	22	11	22	11	22	22	22	22	22	11	22	11	22	12	22	11	22	22	11	21	21	21	0	11	12	11	21	22	11	22	11	11	12	12	22	22	22	22	22	12	12	22	22	21	11	12	12	22	12	22	12	11	22	21	22	22	12	21	22	11	22	11	11	11	22	21	22	12	22	12	11	11	11	11	12	21	22	22	22	11	22	22	11	11	22	12	21	11	11	22	22	11	22	22	11	12	22	22	11	21	11	11	22	22	22	11	12	11	22	11	11	22	22	11	11	22	22	22	22	22	22	22	22	21	11	11	12	11	11	22	21	22	21	11	12	11	11	11	22	21	21	22	22	22	12	11	22	11	12	12	22	11	21	11	22	21	22	12	12	11	21	22	11	21	21	22	22	11	12	12	12	22	22	21	12	21	11	12	11	11	22	21	12	21	22	22	11	22	21	11	22	22	22	22
586817-13	22	11	11	11	11	12	11	12	11	11	12	12	22	11	11	11	11	11	11	12	22	22	12	11	21	21	12	12	21	22	11	11	22	22	22	22	22	11	11	12	21	11	22	11	11	11	22	22	11	12	12	12	21	11	22	11	21	22	22	21	22	11	12	11	22	11	22	11	22	22	11	21	21	21	12	12	22	11	22	22	22	21	12	11	22	22	22	22	11	22	22	12	12	22	22	21	11	11	22	22	12	21	12	11	22	22	21	22	11	21	22	22	12	11	22	11	22	21	12	12	22	22	11	11	11	11	12	21	22	12	22	11	22	22	11	11	22	11	22	11	11	11	22	12	22	22	11	12	22	12	11	22	11	11	22	22	12	12	22	12	22	12	12	21	22	11	12	12	22	12	11	12	22	22	22	21	12	11	22	11	11	12	11	22	22	11	22	11	11	22	22	11	11	11	21	12	22	22	11	11	22	12	21	11	21	11	11	21	21	22	11	12	11	22	11	22	22	12	22	22	11	22	12	22	11	21	12	21	11	11	11	22	12	22	12	11	22	22	11	12	21	11	22	22	22	22
586817-14	22	11	12	12	11	11	22	12	12	11	22	11	12	11	11	12	11	11	22	11	21	12	12	12	11	22	11	12	21	22	12	11	12	12	22	22	22	11	11	12	11	11	22	22	11	12	11	22	11	12	11	22	21	11	22	11	21	22	22	21	22	11	12	11	22	22	22	11	11	21	11	21	22	22	22	11	22	11	22	22	11	22	11	11	22	12	11	22	22	22	22	11	12	11	22	22	11	11	11	21	11	22	12	11	21	21	22	12	11	21	22	11	12	11	11	11	22	22	12	12	22	22	11	12	11	12	12	21	21	11	22	11	12	22	11	11	22	11	22	11	11	22	21	12	22	22	11	12	11	12	11	11	11	11	22	22	22	11	22	12	22	11	11	22	21	11	11	22	22	22	12	22	22	22	22	21	11	21	12	11	11	22	22	22	22	11	22	11	11	11	22	22	21	11	22	11	12	21	12	11	11	22	22	11	21	11	11	21	22	12	11	11	11	21	11	21	22	22	22	21	22	22	12	22	22	22	12	21	12	11	11	12	22	21	22	21	12	22	11	12	22	11	22	22	22	22
586817-17	21	11	12	12	11	11	22	12	22	11	11	11	11	11	21	12	11	11	21	11	21	12	12	11	22	22	11	12	21	22	12	11	22	12	22	22	22	11	11	12	21	12	22	12	11	11	21	22	11	22	11	12	11	12	22	11	21	21	22	22	22	11	12	11	22	12	22	11	11	22	22	22	22	22	11	11	22	11	22	22	11	22	11	11	22	22	12	22	12	22	22	11	12	12	22	22	22	12	11	21	11	22	11	11	22	22	22	12	11	21	22	11	12	11	11	11	22	22	22	11	22	22	11	11	11	12	12	21	22	11	22	11	12	12	11	11	22	11	22	11	12	21	11	12	22	22	11	12	21	12	11	11	11	11	22	22	12	11	12	12	11	12	12	21	22	11	11	22	22	22	11	12	22	22	22	21	11	21	22	11	11	22	22	22	22	11	12	11	11	11	22	11	22	12	22	12	22	22	11	22	11	22	22	11	21	11	11	22	22	12	12	11	11	21	11	21	11	12	22	22	22	22	11	22	21	22	12	22	12	11	11	22	12	21	22	22	11	21	11	22	22	11	21	22	22	22
586817-2	22	11	11	12	11	12	22	12	12	11	12	12	12	11	11	11	11	12	21	11	22	11	11	12	21	22	11	11	22	22	12	11	22	22	12	21	22	11	11	12	22	11	21	22	11	12	22	12	11	11	11	22	22	11	22	11	21	22	22	21	22	11	11	11	22	12	22	11	21	22	11	22	21	21	11	22	22	11	21	22	11	22	11	11	11	12	11	22	22	21	22	11	12	12	21	22	22	11	22	22	12	22	11	12	21	22	22	22	12	11	22	12	11	11	11	11	22	11	12	12	22	22	11	11	11	11	11	22	22	11	22	11	12	12	11	11	22	11	21	11	11	22	21	22	22	22	11	12	22	12	11	11	11	11	22	22	22	12	22	22	22	11	12	22	22	12	11	22	22	22	11	12	22	22	22	21	11	21	12	11	22	12	21	22	22	11	22	11	11	11	22	22	11	22	22	12	22	21	12	22	11	12	22	11	22	12	11	21	21	12	11	11	11	22	11	21	21	22	22	11	22	22	11	22	21	22	11	22	12	12	11	12	12	11	11	21	11	21	11	12	11	11	21	22	22	21
586817-21	22	11	11	12	11	12	22	22	22	11	22	22	12	11	11	11	11	11	22	12	22	11	11	11	11	22	11	11	21	22	22	11	22	22	12	21	22	11	11	11	22	12	21	22	11	11	22	22	12	11	11	22	21	11	22	11	21	21	22	21	22	11	12	11	0	11	22	11	21	22	11	21	21	21	22	11	22	11	21	22	11	22	11	12	11	11	12	22	12	22	22	11	12	12	22	22	22	11	22	21	12	21	11	12	22	21	22	22	12	21	22	11	22	11	11	11	22	22	12	12	21	11	12	11	11	12	12	21	22	22	21	11	12	22	11	12	22	12	22	11	12	21	21	12	22	22	11	12	11	12	11	22	11	11	22	11	12	12	22	12	12	11	11	21	21	11	11	22	22	22	12	22	22	22	22	21	11	21	12	11	11	22	11	22	21	11	12	12	11	11	22	21	22	11	21	11	22	22	12	12	11	22	22	11	21	11	22	21	21	12	12	11	11	22	11	21	11	12	12	21	12	22	11	22	21	21	12	22	11	12	11	11	12	22	12	11	12	22	11	12	21	11	22	22	22	22
586817-7	22	11	11	12	12	11	22	11	12	12	11	12	12	11	11	11	11	11	22	12	21	12	11	11	21	22	11	22	22	22	11	11	22	12	22	21	22	11	11	11	21	11	22	11	11	11	21	22	11	11	11	22	21	11	22	11	22	21	22	21	22	11	12	11	22	11	22	11	21	22	11	21	21	22	11	11	22	11	22	22	11	22	11	11	12	22	22	22	12	22	22	11	11	12	21	22	22	11	22	21	22	22	12	12	22	11	22	22	12	11	22	11	22	11	11	11	22	22	11	22	22	12	11	11	11	12	22	21	21	22	11	11	12	22	11	11	22	12	21	11	11	22	22	12	22	22	11	12	11	12	11	11	11	11	22	22	12	12	12	12	22	11	11	22	22	11	11	22	22	22	11	22	22	22	22	21	11	22	11	11	11	11	22	22	22	11	22	11	11	21	22	11	21	22	22	12	12	21	11	11	11	12	22	11	21	11	22	22	22	12	11	11	11	21	21	21	22	12	12	21	22	22	12	22	11	22	11	22	12	22	11	11	22	21	12	21	12	21	11	11	22	11	22	22	22	22
586817-8	22	11	11	12	11	12	21	22	12	12	11	11	12	11	21	12	11	11	21	12	22	11	11	11	11	22	11	12	21	22	12	11	22	22	11	22	22	11	11	12	21	22	22	11	11	11	22	22	11	22	12	22	22	11	22	11	22	11	22	21	22	11	12	11	22	22	22	11	22	22	11	22	21	22	22	12	12	11	21	22	11	22	11	11	22	11	12	22	22	21	22	12	12	22	22	22	12	12	22	22	11	22	12	11	11	21	22	12	11	21	22	11	22	11	11	11	22	22	12	22	22	22	11	12	11	12	11	22	21	11	21	11	22	22	11	11	22	12	21	12	11	21	22	12	22	22	11	12	22	11	11	21	11	11	22	22	12	11	22	12	11	11	11	22	22	12	11	22	22	22	11	11	22	22	22	21	11	21	12	11	22	22	11	22	22	11	22	12	11	11	22	21	22	12	11	11	22	22	11	11	22	11	22	11	21	11	22	21	22	11	11	11	21	22	21	22	22	12	22	11	22	12	22	22	21	22	11	22	11	11	11	11	12	21	22	21	11	22	11	11	22	11	22	22	22	22
586817-9	21	11	12	12	12	11	22	12	12	11	11	12	11	11	21	11	11	12	21	12	22	11	11	11	21	22	11	11	22	22	11	11	12	22	12	21	22	11	11	12	21	12	22	12	11	11	21	22	11	22	11	22	21	12	22	11	22	22	21	22	22	11	12	11	21	12	22	11	21	21	12	21	21	22	11	12	12	11	22	22	11	21	11	11	11	12	12	22	12	22	22	11	12	12	21	22	12	12	12	22	11	22	12	11	21	11	22	22	11	21	22	12	22	11	11	11	22	21	12	22	22	12	11	12	11	12	22	21	21	12	21	11	12	12	11	11	22	11	21	11	11	21	22	12	22	22	11	12	21	12	11	21	11	11	22	22	22	11	12	12	11	11	11	22	22	11	11	22	22	22	12	12	22	22	22	21	11	22	12	11	11	12	22	22	22	11	12	12	11	11	22	21	21	22	22	12	22	21	12	22	11	12	22	11	21	12	11	21	21	12	11	11	21	22	21	22	21	12	12	11	22	12	12	22	21	21	11	21	11	12	11	12	12	21	12	21	12	21	11	12	21	11	21	22	22	22
586870-1	21	11	12	12	12	12	22	11	11	12	11	11	11	22	11	11	11	11	21	12	21	11	11	12	21	21	11	11	22	22	22	11	11	11	22	21	22	11	12	11	22	11	22	12	11	11	21	22	12	11	22	12	21	11	22	11	22	22	22	22	22	11	12	11	22	11	22	11	22	22	11	22	22	22	22	11	22	11	11	21	12	22	11	12	22	11	22	22	11	22	21	11	11	11	22	22	11	11	11	21	12	22	11	12	22	21	21	12	11	11	22	22	11	11	22	11	22	21	11	12	22	12	12	11	22	11	12	22	22	22	22	12	22	22	11	11	22	12	22	12	11	22	11	11	12	22	22	11	21	11	11	11	11	11	11	22	11	11	22	12	11	11	11	22	22	11	12	22	22	22	11	22	22	12	22	21	11	22	22	11	22	22	22	22	22	11	22	11	11	11	22	22	22	11	22	12	12	22	12	11	11	22	22	11	21	22	11	21	22	22	11	22	21	11	21	22	11	11	12	22	12	11	11	22	21	21	11	22	11	11	11	11	12	22	22	22	22	21	22	12	21	11	22	22	22	21
586870-12	11	11	11	12	12	11	21	12	12	11	12	12	11	11	21	11	12	12	22	12	11	22	11	11	21	21	12	12	22	22	12	11	22	12	12	22	22	12	11	12	22	12	22	22	11	12	11	22	12	22	11	12	21	11	22	12	22	21	22	22	22	11	22	11	21	11	21	11	22	22	11	21	21	22	11	12	12	11	22	21	11	22	11	11	22	12	22	22	22	22	22	11	12	12	22	21	12	11	12	21	12	21	12	12	11	21	22	12	11	21	22	12	22	11	21	11	22	21	11	11	21	11	11	11	12	12	12	21	22	22	22	11	12	22	12	11	22	12	22	11	11	21	22	11	22	22	12	11	21	12	11	21	11	11	21	22	11	12	11	12	11	12	11	22	21	11	11	22	22	22	11	12	22	22	22	21	12	22	12	12	11	22	22	22	22	11	11	12	11	22	22	22	11	12	22	12	12	22	11	11	11	22	22	11	22	22	22	22	21	11	11	11	22	11	22	21	11	11	12	22	12	22	11	12	22	22	12	21	11	11	12	11	12	22	22	11	12	22	11	22	21	11	22	22	22	21
586870-15	22	11	11	12	11	11	21	12	12	12	11	11	11	12	11	11	11	12	22	11	22	11	11	12	21	22	11	12	21	22	22	11	12	12	22	21	22	11	11	11	22	11	22	22	11	11	11	22	11	11	22	12	21	11	22	11	22	22	21	22	22	11	22	12	21	12	22	11	22	22	11	21	22	22	11	22	12	11	22	22	11	22	11	11	22	12	12	22	12	22	21	11	12	11	22	22	12	11	12	22	12	21	11	11	21	22	22	12	11	22	22	12	22	11	21	22	22	21	12	12	22	22	12	11	11	11	22	21	22	11	22	12	22	22	11	11	22	12	22	12	11	22	22	11	12	22	22	11	11	12	11	11	11	11	22	22	22	12	12	22	12	12	11	11	22	11	11	22	12	22	11	22	22	22	22	21	11	22	12	12	12	11	22	22	22	11	12	12	11	11	22	22	21	22	22	22	22	22	11	11	11	22	22	11	21	12	12	22	22	22	11	11	22	21	21	22	11	11	11	22	11	22	12	22	21	22	11	22	11	12	11	11	12	21	22	21	22	22	11	22	21	11	21	22	22	21
